Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Library Name,AvgSpotLen,Bases,Cultivar,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Collection_Date,Lat_Lon,Isolation_source,estimated_size,ploidy,BIOME,feature,Host,isol_growth_condt,material,nominal_length (run),num_replicons,propagation,ref_biomaterial,Run_ID (run),tissue,Age,Isolate,Ecotype,collected_by,BIOMATERIAL_PROVIDER,Development_stage,indexi7 (run),Plate_pos (run),PlateID (run),pool_name (run),RNAEXTLOC,RNAEXTMTHD,dev_stage,Genotype,treatment,Developmental_stage,sample_name,common_name,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Broker_name,organism_part,GEO_Accession (exp),source_name,replicate,Experiment,filename_1,filename_2,phenotype,strain,stress,sequencing_date,sequencing_provider,platform,growth_protocol,sample_title1,sample_title2,sample_type,sorghum_genotype,time_point,population,rip_antibody,height_or_length,irrigation_status,quality (run),forward_read_length (run),MD5_checksum1 (run),MD5_checksum2 (run),reverse_read_length (run),Cell_type,plant_strain,protocol,symbiotic_status,organism,sample_title,sex,temp,fungal_strain,plot,watering_regime,sub_species,Cell_line,CULTURE_COLLECTION,Description,disease,disease_stage,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,sample_health_state,specimen_voucher,Accession,growth_condition,LIBRARY_STRAND (exp),stimulus,subspecies,tissue_biomaterial_provider
ERR2096964,RNA-Seq,PRJEB22168,SAMEA104212585,1495497581,CSHL Genome center,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",ERX2154280,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212585,ERP024508,group 20_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 2 centimeter,E-MTAB-5956:group 20,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212585,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 20,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096967,RNA-Seq,PRJEB22168,SAMEA104212585,1511196356,CSHL Genome center,public,"sra,fastq","s3,ena,gs","ena,gs.US,s3.us-east-1",ERX2154280,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212585,ERP024508,group 20_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 2 centimeter,E-MTAB-5956:group 20,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212585,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 20,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096971,RNA-Seq,PRJEB22168,SAMEA104212586,1134578281,CSHL Genome center,public,"fastq,sra","gs,s3,ena,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",ERX2154281,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212586,ERP024508,group 21_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 2 centimeter,E-MTAB-5956:group 21,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212586,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 21,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096973,RNA-Seq,PRJEB22168,SAMEA104212587,1850190348,CSHL Genome center,public,"sra,fastq","s3,ncbi,gs,ena","s3.us-east-1,ncbi.public,ena,gs.US",ERX2154282,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212587,ERP024508,group 22_p,250,4450701250,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 22,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212587,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 22,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096974,RNA-Seq,PRJEB22168,SAMEA104212587,1878851556,CSHL Genome center,public,"fastq,sra","s3,gs,ena","gs.US,s3.us-east-1,ena",ERX2154282,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212587,ERP024508,group 22_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 22,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212587,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 22,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096975,RNA-Seq,PRJEB22168,SAMEA104212587,1895987750,CSHL Genome center,public,"fastq,sra","ena,s3,gs","ena,gs.US,s3.us-east-1",ERX2154282,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212587,ERP024508,group 22_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 22,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212587,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 22,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096978,RNA-Seq,PRJEB22168,SAMEA104212588,1430926945,CSHL Genome center,public,"fastq,sra","gs,s3,ena","s3.us-east-1,ena,gs.US",ERX2154283,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212588,ERP024508,group 23_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 23,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212588,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 23,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096979,RNA-Seq,PRJEB22168,SAMEA104212588,1423733357,CSHL Genome center,public,"fastq,sra","gs,s3,ena","ena,gs.US,s3.us-east-1",ERX2154283,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212588,ERP024508,group 23_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 23,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212588,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 23,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096980,RNA-Seq,PRJEB22168,SAMEA104212588,1435721113,CSHL Genome center,public,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",ERX2154283,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212588,ERP024508,group 23_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 23,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212588,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 23,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096982,RNA-Seq,PRJEB22168,SAMEA104212588,1413855427,CSHL Genome center,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERX2154283,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212588,ERP024508,group 23_p,250,3430631500,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 23,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212588,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 23,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096983,RNA-Seq,PRJEB22168,SAMEA104212589,1198802688,CSHL Genome center,public,"fastq,sra","s3,gs,ena","gs.US,s3.us-east-1,ena",ERX2154284,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212589,ERP024508,group 24_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 24,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212589,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 24,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096985,RNA-Seq,PRJEB22168,SAMEA104212589,1177013953,CSHL Genome center,public,"sra,fastq","s3,gs,ncbi,ena","gs.US,ena,s3.us-east-1,ncbi.public",ERX2154284,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212589,ERP024508,group 24_p,250,2830959500,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 24,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212589,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 24,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096987,RNA-Seq,PRJEB22168,SAMEA104212589,1211577848,CSHL Genome center,public,"sra,fastq","gs,ena,s3","gs.US,s3.us-east-1,ena",ERX2154284,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212589,ERP024508,group 24_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 10 millimeter,E-MTAB-5956:group 24,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212589,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 24,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096988,RNA-Seq,PRJEB22168,SAMEA104212590,1410502102,CSHL Genome center,public,"sra,fastq","s3,gs,ncbi,ena","ncbi.public,ena,gs.US,s3.us-east-1",ERX2154285,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212590,ERP024508,group 25_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,9 to 10,,,,,,,,,,,,,wild type genotype,,booting stage,E-MTAB-5956:group 25,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212590,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 25,ArrayExpress,pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096990,RNA-Seq,PRJEB22168,SAMEA104212590,1412111850,CSHL Genome center,public,"fastq,sra","ena,s3,gs","gs.US,s3.us-east-1,ena",ERX2154285,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212590,ERP024508,group 25_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,9 to 10,,,,,,,,,,,,,wild type genotype,,booting stage,E-MTAB-5956:group 25,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212590,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 25,ArrayExpress,pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096991,RNA-Seq,PRJEB22168,SAMEA104212590,1418505659,CSHL Genome center,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",ERX2154285,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212590,ERP024508,group 25_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,9 to 10,,,,,,,,,,,,,wild type genotype,,booting stage,E-MTAB-5956:group 25,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212590,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 25,ArrayExpress,pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096993,RNA-Seq,PRJEB22168,SAMEA104212591,966652300,CSHL Genome center,public,"sra,fastq","s3,gs,ena","gs.US,s3.us-east-1,ena",ERX2154286,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212591,ERP024508,group 26_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,9 to 10,,,,,,,,,,,,,wild type genotype,,booting stage,E-MTAB-5956:group 26,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212591,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 26,ArrayExpress,pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096994,RNA-Seq,PRJEB22168,SAMEA104212591,965416422,CSHL Genome center,public,"fastq,sra","ena,s3,gs","ena,s3.us-east-1,gs.US",ERX2154286,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212591,ERP024508,group 26_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,9 to 10,,,,,,,,,,,,,wild type genotype,,booting stage,E-MTAB-5956:group 26,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212591,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 26,ArrayExpress,pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2096997,RNA-Seq,PRJEB22168,SAMEA104212591,971203825,CSHL Genome center,public,"fastq,sra","ena,s3,gs","s3.us-east-1,ena,gs.US",ERX2154286,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212591,ERP024508,group 26_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,9 to 10,,,,,,,,,,,,,wild type genotype,,booting stage,E-MTAB-5956:group 26,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212591,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 26,ArrayExpress,pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097000,RNA-Seq,PRJEB22168,SAMEA104212592,426891905,CSHL Genome center,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",ERX2154287,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212592,ERP024508,group 27_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,9 to 10,,,,,,,,,,,,,wild type genotype,,booting stage,E-MTAB-5956:group 27,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212592,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 27,ArrayExpress,pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097001,RNA-Seq,PRJEB22168,SAMEA104212592,427828417,CSHL Genome center,public,"fastq,sra","gs,s3,ena","s3.us-east-1,ena,gs.US",ERX2154287,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212592,ERP024508,group 27_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,9 to 10,,,,,,,,,,,,,wild type genotype,,booting stage,E-MTAB-5956:group 27,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212592,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 27,ArrayExpress,pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097002,RNA-Seq,PRJEB22168,SAMEA104212592,427369251,CSHL Genome center,public,"fastq,sra","s3,ena,gs","ena,gs.US,s3.us-east-1",ERX2154287,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212592,ERP024508,group 27_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,9 to 10,,,,,,,,,,,,,wild type genotype,,booting stage,E-MTAB-5956:group 27,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212592,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:24Z,public,E-MTAB-5956:group 27,ArrayExpress,pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097004,RNA-Seq,PRJEB22168,SAMEA104212593,849248535,CSHL Genome center,public,"fastq,sra","s3,gs,ena","s3.us-east-1,ena,gs.US",ERX2154288,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212593,ERP024508,group 28_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 5 millimeter,E-MTAB-5956:group 28,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212593,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:25Z,public,E-MTAB-5956:group 28,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097006,RNA-Seq,PRJEB22168,SAMEA104212593,855838233,CSHL Genome center,public,"sra,fastq","ena,s3,gs","gs.US,s3.us-east-1,ena",ERX2154288,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212593,ERP024508,group 28_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 5 millimeter,E-MTAB-5956:group 28,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212593,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:25Z,public,E-MTAB-5956:group 28,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097007,RNA-Seq,PRJEB22168,SAMEA104212593,853908597,CSHL Genome center,public,"sra,fastq","ena,s3,gs","gs.US,ena,s3.us-east-1",ERX2154288,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212593,ERP024508,group 28_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 5 millimeter,E-MTAB-5956:group 28,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212593,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:25Z,public,E-MTAB-5956:group 28,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097011,RNA-Seq,PRJEB22168,SAMEA104212594,1326318697,CSHL Genome center,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",ERX2154289,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212594,ERP024508,group 29_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 5 millimeter,E-MTAB-5956:group 29,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212594,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:25Z,public,E-MTAB-5956:group 29,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097015,RNA-Seq,PRJEB22168,SAMEA104212595,892378002,CSHL Genome center,public,"sra,fastq","ena,gs,s3","s3.us-east-1,ena,gs.US",ERX2154290,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212595,ERP024508,group 3_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,wild type genotype,,seedling developmental stage,E-MTAB-5956:group 3,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212595,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:25Z,public,E-MTAB-5956:group 3,ArrayExpress,whole organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097016,RNA-Seq,PRJEB22168,SAMEA104212595,896326072,CSHL Genome center,public,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",ERX2154290,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212595,ERP024508,group 3_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,wild type genotype,,seedling developmental stage,E-MTAB-5956:group 3,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212595,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:25Z,public,E-MTAB-5956:group 3,ArrayExpress,whole organism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2097020,RNA-Seq,PRJEB22168,SAMEA104212596,985409934,CSHL Genome center,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",ERX2154291,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2018-04-08T00:00:00Z,SAMEA104212596,ERP024508,group 30_p,,,BTx623,,,,,,,,,,,,,,,,,,,,,not available,,,,,,,,,,,,,wild type genotype,,inflorescence size 1 to 5 millimeter,E-MTAB-5956:group 30,sorghum,2018-04-05,2018-04-05,2018-11-16,2017-08-14,SAMEA104212596,CSHL,Cold Spring Harbor Laboratory,2018-04-05T17:02:53Z,2017-08-14T16:51:25Z,public,E-MTAB-5956:group 30,ArrayExpress,inflorescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
